"","year","pnum","box_attempt","nestbox","species","clutch_size","April_lay","April_hatch","num_chicks","num_eggs_manipulated","number_fledged","adult_male","adult_female","incubation_period","test"
"11642",1981,"19811B192",1,"B192","BLUTI",9,22,46,9,NA,9,NA,NA,16,0
"11645",1981,"19811B194A",1,"B194A","BLUTI",NA,22,NA,NA,NA,0,NA,NA,NA,NA
"11647",1981,"19811B197",1,"B197","BLUTI",4,38,57,2,NA,1,NA,"A722503",16,2
"11648",1981,"19811B199",1,"B199","BLUTI",9,34,55,9,NA,9,NA,NA,13,0
"11653",1981,"19811B211",1,"B211","BLUTI",10,34,55,10,NA,9,NA,"A005867",12,0
"11656",1981,"19811B215",1,"B215","BLUTI",6,24,45,6,NA,6,"A722520","A722519",16,0
"11657",1981,"19811B216",1,"B216","BLUTI",8,25,50,6,NA,5,NA,NA,18,2
"11660",1981,"19811B219",1,"B219","BLUTI",13,17,50,13,NA,11,NA,NA,21,0
"11661",1981,"19811B22",1,"B22","BLUTI",12,25,52,10,NA,10,NA,"A005094",16,2
"11662",1981,"19811B221",1,"B221","BLUTI",10,28,54,9,NA,5,NA,NA,17,1
"11663",1981,"19811B224",1,"B224","BLUTI",8,33,53,7,NA,5,NA,NA,13,1
"11664",1981,"19811B225",1,"B225","BLUTI",9,19,42,8,NA,6,"A722515","KR83718",15,1
"11665",1981,"19811B226",1,"B226","BLUTI",6,34,53,5,NA,5,NA,NA,14,1
"11666",1981,"19811B227",1,"B227","BLUTI",NA,22,NA,NA,NA,0,NA,NA,NA,NA
"11667",1981,"19811B228",1,"B228","BLUTI",11,27,52,9,NA,9,NA,NA,15,2
"11669",1981,"19811B23",1,"B23","BLUTI",8,16,45,7,NA,3,NA,NA,22,1
"11673",1981,"19811B29",1,"B29","BLUTI",9,26,57,8,NA,7,NA,NA,23,1
"11674",1981,"19811B30",1,"B30","BLUTI",9,14,44,9,NA,8,NA,"KR84023",22,0
"11675",1981,"19811B36",1,"B36","BLUTI",11,26,49,8,NA,7,NA,NA,13,3
"11677",1981,"19811B46",1,"B46","BLUTI",13,15,48,11,NA,10,NA,NA,21,2
"11682",1981,"19811B55",1,"B55","BLUTI",13,27,54,11,NA,10,NA,NA,15,2
"11685",1981,"19811B62",1,"B62","BLUTI",10,35,56,10,NA,10,NA,NA,12,0
"11688",1981,"19811B64",1,"B64","BLUTI",9,34,58,9,NA,0,NA,NA,16,0
"11690",1981,"19811B69",1,"B69","BLUTI",13,20,51,13,NA,13,NA,NA,19,0
"11693",1981,"19811B76",1,"B76","BLUTI",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"11694",1981,"19811B78",1,"B78","BLUTI",8,18,NA,NA,NA,0,NA,NA,NA,NA
"11696",1981,"19811B8",1,"B8","BLUTI",4,NA,70,4,NA,0,NA,"A006112",NA,0
"11697",1981,"19811B80A",1,"B80A","BLUTI",8,NA,NA,8,NA,0,NA,NA,NA,0
"11698",1981,"19811B81",1,"B81","BLUTI",11,31,54,10,NA,9,NA,NA,13,1
"11701",1981,"19811B86",1,"B86","BLUTI",1,NA,NA,NA,NA,0,NA,NA,NA,NA
"11703",1981,"19811B91",1,"B91","BLUTI",10,34,55,10,NA,0,NA,NA,12,0
"11705",1981,"19811B93",1,"B93","BLUTI",9,33,54,6,NA,6,NA,"A006436",13,3
"11706",1981,"19811B96",1,"B96","BLUTI",10,20,51,10,NA,9,NA,NA,22,0
"11708",1981,"19811B99",1,"B99","BLUTI",11,18,45,11,NA,11,NA,NA,17,0
"11709",1981,"19811B99A",1,"B99A","BLUTI",8,36,55,8,NA,7,NA,NA,12,0
"11711",1981,"19811C10",1,"C10","BLUTI",7,44,61,7,NA,4,NA,NA,11,0
"11712",1981,"19811C101",1,"C101","BLUTI",7,23,47,7,NA,7,NA,NA,18,0
"11714",1981,"19811C105",1,"C105","BLUTI",11,21,52,11,NA,11,NA,NA,21,0
"11716",1981,"19811C108",1,"C108","BLUTI",12,22,57,11,NA,9,NA,NA,24,1
"11720",1981,"19811C111",1,"C111","BLUTI",13,21,50,12,NA,10,NA,NA,17,1
"11721",1981,"19811C112",1,"C112","BLUTI",9,15,39,8,NA,8,"A722501","KR81944",16,1
"11722",1981,"19811C115",1,"C115","BLUTI",11,20,48,8,NA,8,NA,NA,18,3
"11723",1981,"19811C116",1,"C116","BLUTI",9,26,NA,NA,NA,0,NA,NA,NA,NA
"11724",1981,"19811C117",1,"C117","BLUTI",10,18,46,9,NA,9,NA,NA,19,1
"11725",1981,"19811C119",1,"C119","BLUTI",8,45,64,8,NA,7,NA,NA,12,0
"11727",1981,"19811C120",1,"C120","BLUTI",10,21,NA,NA,NA,0,NA,NA,NA,NA
"11728",1981,"19811C123",1,"C123","BLUTI",7,22,55,5,NA,5,NA,NA,27,2
"11729",1981,"19811C124",1,"C124","BLUTI",10,15,40,NA,NA,6,"A722502","A003051",16,NA
"11732",1981,"19811C132",1,"C132","BLUTI",12,NA,47,10,NA,10,NA,NA,NA,2
"11734",1981,"19811C135",1,"C135","BLUTI",10,20,48,10,NA,10,NA,NA,19,0
"11735",1981,"19811C139",1,"C139","BLUTI",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"11736",1981,"19811C14",1,"C14","BLUTI",12,27,NA,NA,NA,0,NA,NA,NA,NA
"11737",1981,"19811C142",1,"C142","BLUTI",10,20,53,10,NA,8,NA,NA,24,0
"11738",1981,"19811C144",1,"C144","BLUTI",10,40,62,10,NA,6,NA,NA,13,0
"11739",1981,"19811C145",1,"C145","BLUTI",8,NA,62,8,NA,6,NA,NA,NA,0
"11743",1981,"19811C152",1,"C152","BLUTI",13,NA,NA,13,NA,11,NA,NA,NA,0
"11744",1981,"19811C154",1,"C154","BLUTI",12,17,48,NA,NA,5,NA,"KR82911",20,NA
"11745",1981,"19811C156",1,"C156","BLUTI",7,42,60,7,NA,7,NA,NA,12,0
"11746",1981,"19811C157",1,"C157","BLUTI",11,16,47,NA,NA,10,NA,"A722504",21,NA
"11747",1981,"19811C16",1,"C16","BLUTI",11,21,48,10,NA,9,NA,NA,17,1
"11749",1981,"19811C160A",1,"C160A","BLUTI",8,20,47,7,NA,7,NA,NA,20,1
"11750",1981,"19811C161",1,"C161","BLUTI",14,21,58,10,NA,10,NA,NA,24,4
"11751",1981,"19811C162",1,"C162","BLUTI",9,30,53,6,NA,6,NA,NA,15,3
"11752",1981,"19811C163",1,"C163","BLUTI",11,22,49,11,NA,9,NA,NA,17,0
"11753",1981,"19811C17",1,"C17","BLUTI",8,39,57,4,NA,3,NA,NA,11,4
"11755",1981,"19811C2",1,"C2","BLUTI",11,26,51,11,NA,11,NA,NA,15,0
"11756",1981,"19811C20",1,"C20","BLUTI",11,34,55,11,NA,9,NA,NA,11,0
"11757",1981,"19811C21",1,"C21","BLUTI",12,17,49,12,NA,12,NA,NA,21,0
"11758",1981,"19811C23",1,"C23","BLUTI",10,37,59,9,NA,6,NA,NA,13,1
"11760",1981,"19811C25",1,"C25","BLUTI",12,19,54,11,NA,11,NA,NA,24,1
"11761",1981,"19811C26",1,"C26","BLUTI",11,27,54,11,NA,10,NA,NA,17,0
"11768",1981,"19811C35",1,"C35","BLUTI",11,19,45,11,NA,0,NA,NA,16,0
"11769",1981,"19811C37",1,"C37","BLUTI",4,21,56,4,NA,4,NA,NA,32,0
"11771",1981,"19811C4",1,"C4","BLUTI",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"11773",1981,"19811C41",1,"C41","BLUTI",11,21,50,11,NA,0,NA,NA,19,0
"11774",1981,"19811C43",1,"C43","BLUTI",12,17,47,11,NA,11,NA,"A003896",19,1
"11777",1981,"19811C46",1,"C46","BLUTI",9,35,55,8,NA,7,NA,NA,12,1
"11778",1981,"19811C47",1,"C47","BLUTI",7,22,47,7,NA,7,NA,NA,19,0
"11779",1981,"19811C49",1,"C49","BLUTI",12,20,48,11,NA,11,NA,NA,17,1
"11782",1981,"19811C52",1,"C52","BLUTI",7,44,61,NA,NA,5,NA,NA,11,NA
"11784",1981,"19811C55",1,"C55","BLUTI",7,37,55,7,NA,6,NA,NA,12,0
"11786",1981,"19811C57",1,"C57","BLUTI",9,20,NA,NA,NA,0,NA,NA,NA,NA
"11788",1981,"19811C6",1,"C6","BLUTI",9,18,49,8,NA,7,NA,NA,23,1
"11789",1981,"19811C61",1,"C61","BLUTI",9,18,44,8,NA,8,NA,"A006506",18,1
"11795",1981,"19811C9A",1,"C9A","BLUTI",12,17,46,11,NA,11,NA,NA,18,1
"11797",1981,"19811CP10",1,"CP10","BLUTI",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"11799",1981,"19811CP13",1,"CP13","BLUTI",10,20,44,9,NA,9,"KR84744","KR81882",15,1
"11800",1981,"19811CP14",1,"CP14","BLUTI",10,24,47,10,NA,9,NA,"KR84889",14,0
"11801",1981,"19811CP15",1,"CP15","BLUTI",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"11802",1981,"19811CP16",1,"CP16","BLUTI",11,27,50,11,NA,10,"A004090","KR81881",13,0
"11803",1981,"19811CP17",1,"CP17","BLUTI",11,26,56,7,NA,6,"KJ72599","KJ72454",20,4
"11804",1981,"19811CP18",1,"CP18","BLUTI",5,22,44,3,NA,2,NA,"A004910",18,2
"11809",1981,"19811CP22",1,"CP22","BLUTI",9,NA,NA,9,NA,8,NA,"KR81900",NA,0
"11810",1981,"19811CP23",1,"CP23","BLUTI",13,16,42,12,NA,12,NA,"KR83196",14,1
"11811",1981,"19811CP24",1,"CP24","BLUTI",7,28,54,6,NA,5,"KR84036","KR84053",20,1
"11813",1981,"19811CP26",1,"CP26","BLUTI",10,19,47,6,NA,6,NA,"KR81216",19,4
"11814",1981,"19811CP28",1,"CP28","BLUTI",13,18,47,11,NA,10,NA,"A647679",17,2
"11817",1981,"19811CP30",1,"CP30","BLUTI",9,35,56,9,NA,8,NA,"KC96319",13,0
"11819",1981,"19811CP33",1,"CP33","BLUTI",7,29,52,7,NA,6,NA,"KR84732",17,0
"11826",1981,"19811CP41",1,"CP41","BLUTI",10,20,45,7,NA,6,"A005203","A004956",16,3
"11829",1981,"19811CP5",1,"CP5","BLUTI",15,16,51,15,NA,0,"A006646","KR83221",21,0
"11830",1981,"19811CP5A",1,"CP5A","BLUTI",11,22,47,9,NA,8,"A004165",NA,15,2
"11831",1981,"19811CP5B",1,"CP5B","BLUTI",11,34,57,11,NA,11,"KR81930","KR81880",13,0
"11833",1981,"19811CP7",1,"CP7","BLUTI",1,22,NA,NA,NA,0,NA,"KR81866",NA,NA
"11834",1981,"19811CP8",1,"CP8","BLUTI",8,20,NA,NA,NA,0,NA,"KR18167",NA,NA
"11836",1981,"19811EX1",1,"EX1","BLUTI",3,20,NA,NA,NA,0,NA,NA,NA,NA
"11838",1981,"19811EX10A",1,"EX10A","BLUTI",12,20,NA,NA,NA,0,NA,"A005387",NA,NA
"11839",1981,"19811EX11",1,"EX11","BLUTI",12,29,52,11,NA,11,NA,"A005514",12,1
"11842",1981,"19811EX13",1,"EX13","BLUTI",11,16,42,9,NA,9,NA,"KR84650",16,2
"11845",1981,"19811EX14A",1,"EX14A","BLUTI",8,23,49,NA,NA,5,NA,"A004063",19,NA
"11847",1981,"19811EX15",1,"EX15","BLUTI",14,15,45,13,NA,10,NA,"KC96773",17,1
"11851",1981,"19811EX18A",1,"EX18A","BLUTI",11,19,48,10,NA,10,NA,"A005428",19,1
"11853",1981,"19811EX19A",1,"EX19A","BLUTI",13,25,NA,NA,NA,0,NA,"KR81871",NA,NA
"11854",1981,"19811EX2",1,"EX2","BLUTI",13,25,NA,NA,NA,0,NA,"A004229",NA,NA
"11855",1981,"19811EX20",1,"EX20","BLUTI",10,18,45,9,NA,9,NA,"KR81878",18,1
"11861",1981,"19811EX28",1,"EX28","BLUTI",10,24,48,10,NA,10,NA,"A005870",15,0
"11866",1981,"19811EX31A",1,"EX31A","BLUTI",7,38,56,7,NA,7,NA,"A006359",12,0
"11871",1981,"19811EX35",1,"EX35","BLUTI",12,17,46,12,NA,12,"KA23984","KR81897",18,0
"11872",1981,"19811EX35A",1,"EX35A","BLUTI",NA,19,NA,NA,NA,0,NA,NA,NA,NA
"11874",1981,"19811EX37",1,"EX37","BLUTI",9,33,NA,NA,NA,0,NA,"KR82517",NA,NA
"11875",1981,"19811EX38",1,"EX38","BLUTI",10,19,NA,NA,NA,0,NA,"KR84223",NA,NA
"11877",1981,"19811EX39",1,"EX39","BLUTI",NA,NA,68,NA,NA,6,NA,NA,NA,NA
"11878",1981,"19811EX39B",1,"EX39B","BLUTI",11,33,57,7,NA,6,"A726874","KR81892",14,4
"11880",1981,"19811EX4",1,"EX4","BLUTI",11,24,52,9,NA,8,NA,"A003824",18,2
"11882",1981,"19811EX41",1,"EX41","BLUTI",13,24,NA,NA,NA,0,NA,"KR81870",NA,NA
"11890",1981,"19811EX43E",1,"EX43E","BLUTI",11,29,55,11,NA,11,"A004924","KR81869",16,0
"11894",1981,"19811EX47",1,"EX47","BLUTI",13,31,NA,NA,NA,0,NA,"A004493",NA,NA
"11900",1981,"19811EX49C",1,"EX49C","BLUTI",12,20,60,10,NA,10,"A006650","A005413",29,2
"11903",1981,"19811EX51",1,"EX51","BLUTI",12,28,50,12,NA,11,"KR84731","A003815",11,0
"11904",1981,"19811EX51A",1,"EX51A","BLUTI",11,17,43,11,NA,11,NA,"KR84039",16,0
"11905",1981,"19811EX51B",1,"EX51B","BLUTI",14,23,49,13,NA,13,"A726249","A004296",13,1
"11913",1981,"19811EX58",1,"EX58","BLUTI",5,38,NA,NA,NA,0,NA,NA,NA,NA
"11919",1981,"19811EX62A",1,"EX62A","BLUTI",9,32,NA,NA,NA,0,NA,NA,NA,NA
"11922",1981,"19811EX62D",1,"EX62D","BLUTI",11,32,55,9,NA,5,NA,"KJ71788",13,2
"11925",1981,"19811EX64",1,"EX64","BLUTI",8,33,NA,NA,NA,0,NA,NA,NA,NA
"11933",1981,"19811EX73A",1,"EX73A","BLUTI",12,26,51,12,NA,11,NA,NA,14,0
"11936",1981,"19811EX76",1,"EX76","BLUTI",9,27,58,5,NA,5,NA,"A005564",23,4
"11939",1981,"19811EX8",1,"EX8","BLUTI",9,27,51,8,NA,8,NA,"KR81890",16,1
"11942",1981,"19811EX84",1,"EX84","BLUTI",3,NA,NA,NA,NA,0,NA,NA,NA,NA
"11944",1981,"19811EX87",1,"EX87","BLUTI",7,44,66,7,NA,7,NA,"A003990",16,0
"11949",1981,"19811MP1",1,"MP1","BLUTI",7,22,NA,NA,NA,0,NA,NA,NA,NA
"11951",1981,"19811MP11",1,"MP11","BLUTI",12,21,51,12,NA,12,NA,NA,19,0
"11952",1981,"19811MP13",1,"MP13","BLUTI",13,19,45,13,NA,0,NA,NA,14,0
"11953",1981,"19811MP14",1,"MP14","BLUTI",10,36,58,10,NA,10,NA,NA,13,0
"11954",1981,"19811MP15",1,"MP15","BLUTI",7,45,63,7,NA,6,"A722007","A722003",12,0
"11956",1981,"19811MP17",1,"MP17","BLUTI",13,14,42,13,NA,12,NA,NA,16,0
"11958",1981,"19811MP19",1,"MP19","BLUTI",10,37,58,10,NA,10,NA,"A005272",12,0
"11961",1981,"19811MP21",1,"MP21","BLUTI",9,18,59,1,NA,1,NA,"KR80052",33,8
"11962",1981,"19811MP23",1,"MP23","BLUTI",11,20,49,11,NA,11,NA,NA,19,0
"11966",1981,"19811MP29",1,"MP29","BLUTI",13,15,41,12,NA,12,NA,NA,14,1
"11968",1981,"19811MP30",1,"MP30","BLUTI",13,17,45,NA,NA,12,NA,"A003697",16,NA
"11969",1981,"19811MP31",1,"MP31","BLUTI",12,15,46,10,NA,10,NA,"A005812",20,2
"11970",1981,"19811MP32",1,"MP32","BLUTI",11,17,45,11,NA,11,NA,NA,18,0
"11971",1981,"19811MP33",1,"MP33","BLUTI",13,19,49,12,NA,12,NA,NA,18,1
"11974",1981,"19811MP36",1,"MP36","BLUTI",4,NA,59,3,NA,0,NA,NA,NA,1
"11975",1981,"19811MP37",1,"MP37","BLUTI",12,18,NA,NA,NA,0,NA,NA,NA,NA
"11976",1981,"19811MP38",1,"MP38","BLUTI",12,15,41,12,NA,12,NA,NA,15,0
"11977",1981,"19811MP4",1,"MP4","BLUTI",11,21,46,11,NA,0,NA,NA,15,0
"11978",1981,"19811MP40",1,"MP40","BLUTI",8,44,NA,NA,NA,0,NA,NA,NA,NA
"11979",1981,"19811MP41",1,"MP41","BLUTI",8,22,44,8,NA,8,NA,NA,15,0
"11980",1981,"19811MP42",1,"MP42","BLUTI",9,18,46,9,NA,9,NA,NA,20,0
"11982",1981,"19811MP44",1,"MP44","BLUTI",8,19,42,8,NA,8,NA,NA,16,0
"11983",1981,"19811MP45",1,"MP45","BLUTI",14,17,44,14,NA,11,NA,NA,14,0
"11985",1981,"19811MP47",1,"MP47","BLUTI",10,18,45,10,NA,10,NA,NA,18,0
"11987",1981,"19811MP5",1,"MP5","BLUTI",7,28,53,4,NA,4,"A004279","A005783",19,3
"11988",1981,"19811MP50",1,"MP50","BLUTI",9,19,45,8,NA,8,NA,NA,18,1
"11990",1981,"19811MP52",1,"MP52","BLUTI",9,21,46,9,NA,9,NA,NA,17,0
"11991",1981,"19811MP53",1,"MP53","BLUTI",11,17,45,11,NA,10,NA,NA,18,0
"11992",1981,"19811MP56",1,"MP56","BLUTI",7,37,57,7,NA,0,NA,"A722005",14,0
"11994",1981,"19811MP58",1,"MP58","BLUTI",11,19,45,9,NA,9,NA,NA,16,2
"11995",1981,"19811MP59",1,"MP59","BLUTI",11,20,46,9,NA,9,"A722006","KJ73398",16,2
"11997",1981,"19811MP60",1,"MP60","BLUTI",11,20,NA,NA,NA,0,NA,NA,NA,NA
"11999",1981,"19811MP62",1,"MP62","BLUTI",8,20,47,6,NA,5,NA,NA,20,2
"12001",1981,"19811MP67",1,"MP67","BLUTI",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"12002",1981,"19811MP68",1,"MP68","BLUTI",NA,21,NA,NA,NA,0,NA,NA,NA,NA
"12003",1981,"19811MP69",1,"MP69","BLUTI",9,23,47,8,NA,8,NA,"A003700",16,1
"12004",1981,"19811MP7",1,"MP7","BLUTI",13,20,47,11,NA,11,"A004279",NA,15,2
"12005",1981,"19811MP70",1,"MP70","BLUTI",10,20,46,10,NA,10,NA,NA,17,0
"12006",1981,"19811MP72",1,"MP72","BLUTI",10,19,46,10,NA,1,NA,NA,18,0
"12008",1981,"19811MP74",1,"MP74","BLUTI",9,19,44,9,NA,8,NA,"A722002",17,0
"12011",1981,"19811MP77",1,"MP77","BLUTI",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"12012",1981,"19811MP78",1,"MP78","BLUTI",8,17,42,7,NA,6,NA,NA,18,1
"12013",1981,"19811MP79",1,"MP79","BLUTI",NA,17,NA,NA,NA,0,NA,NA,NA,NA
"12014",1981,"19811MP80",1,"MP80","BLUTI",12,14,45,12,NA,12,NA,NA,20,0
"12017",1981,"19811MP83",1,"MP83","BLUTI",7,34,NA,NA,NA,0,NA,NA,NA,NA
"12019",1981,"19811MP86",1,"MP86","BLUTI",12,16,45,12,NA,12,NA,NA,18,0
"12022",1981,"19811MP9",1,"MP9","BLUTI",7,38,NA,NA,NA,0,NA,NA,NA,NA
"12023",1981,"19811MP90",1,"MP90","BLUTI",14,17,47,13,NA,13,NA,NA,17,1
"12026",1981,"19811O103",1,"O103","BLUTI",11,NA,NA,NA,NA,0,NA,NA,NA,NA
"12027",1981,"19811O105",1,"O105","BLUTI",9,43,NA,NA,NA,0,NA,"A005423",NA,NA
"12032",1981,"19811O110",1,"O110","BLUTI",10,42,NA,10,NA,0,NA,"A004349",NA,0
"12033",1981,"19811O111",1,"O111","BLUTI",9,27,51,9,NA,9,"A726250","A005482",16,0
"12034",1981,"19811O113",1,"O113","BLUTI",9,28,51,8,NA,7,NA,"A006913",15,1
"12035",1981,"19811O114",1,"O114","BLUTI",7,NA,58,6,NA,6,NA,"A004171",NA,1
"12037",1981,"19811O116",1,"O116","BLUTI",13,NA,51,11,NA,11,"A004950","A003829",NA,2
"12038",1981,"19811O119",1,"O119","BLUTI",NA,NA,NA,NA,NA,7,NA,NA,NA,NA
"12039",1981,"19811O12",1,"O12","BLUTI",10,20,47,9,NA,9,"A004587","A004637",18,1
"12040",1981,"19811O13",1,"O13","BLUTI",8,25,49,8,NA,8,NA,"KR83177",17,0
"12042",1981,"19811O16",1,"O16","BLUTI",10,34,58,10,NA,10,NA,"A005349",15,0
"12043",1981,"19811O17",1,"O17","BLUTI",9,20,NA,NA,NA,0,NA,"A004636",NA,NA
"12044",1981,"19811O18",1,"O18","BLUTI",12,18,48,11,NA,11,"A006366","A004635",19,1
"12046",1981,"19811O2",1,"O2","BLUTI",10,24,59,6,NA,6,"KR81990","A005402",26,4
"12048",1981,"19811O23",1,"O23","BLUTI",4,NA,46,2,NA,2,"KR81971","A005565",NA,2
"12050",1981,"19811O26",1,"O26","BLUTI",6,35,56,4,NA,4,NA,"KR81961",16,2
"12052",1981,"19811O28",1,"O28","BLUTI",11,16,45,11,NA,9,NA,"JN32474",19,0
"12054",1981,"19811O30",1,"O30","BLUTI",13,15,NA,NA,NA,0,NA,"A003894",NA,NA
"12055",1981,"19811O31",1,"O31","BLUTI",11,36,59,9,NA,8,"KR81989","A003894",13,2
"12056",1981,"19811O31A",1,"O31A","BLUTI",8,20,52,NA,NA,1,"KR81984","A005647",25,NA
"12057",1981,"19811O33",1,"O33","BLUTI",13,33,58,13,NA,13,"KC95820","A006294",13,0
"12059",1981,"19811O35",1,"O35","BLUTI",8,24,52,3,NA,0,NA,"KR81962",21,5
"12060",1981,"19811O36",1,"O36","BLUTI",7,20,48,7,NA,7,"A005376","A006489",22,0
"12063",1981,"19811O38A",1,"O38A","BLUTI",10,37,59,10,NA,10,"KR81988","A003586",13,0
"12065",1981,"19811O39",1,"O39","BLUTI",9,32,56,9,NA,9,NA,"KR81953",16,0
"12066",1981,"19811O41",1,"O41","BLUTI",10,34,56,10,NA,10,"KR81983","A003750",13,0
"12068",1981,"19811O43",1,"O43","BLUTI",NA,24,NA,NA,NA,0,NA,"A005631",NA,NA
"12069",1981,"19811O44",1,"O44","BLUTI",5,39,58,1,NA,1,NA,"A006851",15,4
"12070",1981,"19811O45",1,"O45","BLUTI",8,38,NA,NA,NA,0,NA,NA,NA,NA
"12071",1981,"19811O46",1,"O46","BLUTI",NA,27,NA,NA,NA,0,NA,"A006525",NA,NA
"12073",1981,"19811O48",1,"O48","BLUTI",12,20,48,12,NA,12,NA,"JN32009",17,0
"12074",1981,"19811O49",1,"O49","BLUTI",7,43,64,7,NA,0,NA,NA,15,0
"12077",1981,"19811O52",1,"O52","BLUTI",10,44,66,10,NA,10,NA,"JN32024",13,0
"12078",1981,"19811O53",1,"O53","BLUTI",9,18,50,8,NA,8,"A006540","KR81963",24,1
"12080",1981,"19811O55",1,"O55","BLUTI",10,33,56,10,NA,10,"A006759","A004631",14,0
"12082",1981,"19811O57",1,"O57","BLUTI",10,20,47,9,NA,9,"A005150","KR84080",18,1
"12085",1981,"19811O5A",1,"O5A","BLUTI",10,18,46,9,NA,8,"KR82919","A003608",19,1
"12086",1981,"19811O6",1,"O6","BLUTI",10,32,54,9,NA,8,"KR81982","A005754",13,1
"12087",1981,"19811O63",1,"O63","BLUTI",11,34,57,10,NA,0,NA,"KR81975",13,1
"12090",1981,"19811O66",1,"O66","BLUTI",13,16,47,13,NA,13,NA,NA,19,0
"12091",1981,"19811O67",1,"O67","BLUTI",14,19,54,14,NA,12,"KR81986","KR81965",22,0
"12093",1981,"19811O69",1,"O69","BLUTI",12,20,46,12,NA,12,NA,"A005650",15,0
"12096",1981,"19811O73",1,"O73","BLUTI",10,20,58,10,NA,9,NA,"KR81966",29,0
"12097",1981,"19811O74",1,"O74","BLUTI",13,25,55,12,NA,12,"KR81992","A003917",18,1
"12098",1981,"19811O75",1,"O75","BLUTI",10,20,NA,NA,NA,0,NA,NA,NA,NA
"12099",1981,"19811O75A",1,"O75A","BLUTI",10,26,53,8,NA,8,"KR81980","KR81968",18,2
"12101",1981,"19811O75C",1,"O75C","BLUTI",9,24,52,9,NA,9,NA,"JH65856",20,0
"12102",1981,"19811O75D",1,"O75D","BLUTI",8,42,NA,NA,NA,0,NA,"KR81967",NA,NA
"12108",1981,"19811O80",1,"O80","BLUTI",9,33,54,9,NA,9,NA,"A006071",13,0
"12109",1981,"19811O82",1,"O82","BLUTI",9,26,50,9,NA,9,"A006422","KR81951",16,0
"12110",1981,"19811O83",1,"O83","BLUTI",9,31,54,9,NA,9,"A726761","KR81952",15,0
"12113",1981,"19811O87",1,"O87","BLUTI",9,20,53,9,NA,9,"KR81991","KR81969",25,0
"12114",1981,"19811O9",1,"O9","BLUTI",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"12115",1981,"19811O93",1,"O93","BLUTI",9,32,52,9,NA,9,NA,"KR84052",12,0
"12118",1981,"19811P10",1,"P10","BLUTI",9,36,55,8,NA,8,NA,"A005390",11,1
"12119",1981,"19811P11",1,"P11","BLUTI",11,33,NA,NA,NA,0,NA,"KR81955",NA,NA
"12121",1981,"19811P14",1,"P14","BLUTI",10,23,49,9,NA,9,NA,"A003899",17,1
"12122",1981,"19811P16",1,"P16","BLUTI",8,32,54,8,NA,8,NA,"KR81956",15,0
"12123",1981,"19811P17",1,"P17","BLUTI",8,23,NA,NA,NA,0,NA,"KJ73262",NA,NA
"12125",1981,"19811P19",1,"P19","BLUTI",11,25,57,6,NA,6,"A005709","A004779",22,5
"12128",1981,"19811P4",1,"P4","BLUTI",8,50,69,8,NA,8,NA,"KR81955",12,0
"12130",1981,"19811P6",1,"P6","BLUTI",10,26,50,10,NA,10,"KR82465","A003040",15,0
"12131",1981,"19811P7",1,"P7","BLUTI",12,18,46,12,NA,12,NA,"A004639",17,0
"12132",1981,"19811P8",1,"P8","BLUTI",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"12134",1981,"19811SW10",1,"SW10","BLUTI",7,26,52,6,NA,5,"A003995","A004646",20,1
"12136",1981,"19811SW102",1,"SW102","BLUTI",12,19,47,12,NA,0,NA,"A006660",17,0
"12137",1981,"19811SW103",1,"SW103","BLUTI",9,NA,48,9,NA,9,"A003204","A004642",NA,0
"12139",1981,"19811SW104B",1,"SW104B","BLUTI",10,NA,49,10,NA,10,"A005642","KR81958",NA,0
"12140",1981,"19811SW105",1,"SW105","BLUTI",9,22,46,9,NA,8,"KR81976","KR81957",16,0
"12142",1981,"19811SW107",1,"SW107","BLUTI",13,19,48,13,NA,13,"KR81977","A006177",17,0
"12143",1981,"19811SW108",1,"SW108","BLUTI",7,35,55,4,NA,0,"A006088","A004979",14,3
"12149",1981,"19811SW116",1,"SW116","BLUTI",10,22,NA,NA,NA,0,NA,"A004641",NA,NA
"12152",1981,"19811SW121",1,"SW121","BLUTI",7,47,67,7,NA,7,NA,"A004641",14,0
"12156",1981,"19811SW127",1,"SW127","BLUTI",11,23,51,11,NA,0,"A006937","KR82778",18,0
"12157",1981,"19811SW128",1,"SW128","BLUTI",12,19,NA,NA,NA,0,NA,NA,NA,NA
"12158",1981,"19811SW13",1,"SW13","BLUTI",10,22,47,8,NA,7,"KR81973","A004638",16,2
"12161",1981,"19811SW132",1,"SW132","BLUTI",9,22,47,9,NA,0,NA,"A005619",17,0
"12170",1981,"19811SW23",1,"SW23","BLUTI",12,21,49,10,NA,10,"A003865","KJ72309",17,2
"12171",1981,"19811SW26",1,"SW26","BLUTI",9,26,48,9,NA,0,NA,"A005655",14,0
"12174",1981,"19811SW3",1,"SW3","BLUTI",9,NA,45,9,NA,9,"KR81972","KR84606",NA,0
